,categ,entity_i,entity_pos,entity_root,entity_tag,entity_text,i,mention_pos,mention_root,mention_tag,mention_text,t0,t1
83,unknown,,,UNKNOWN,,,894,DET,half,PDT,half,891,899
84,unknown,,,UNKNOWN,,,895,DET,a,DT,a,891,899
85,unknown,,,UNKNOWN,,,915,DET,the,DT,the,901,941
86,unknown,,,UNKNOWN,,,918,DET,which,WDT,which,901,941
87,environment,,,ENVIRONMENT,,,930,PRON,it,PRP,it,901,941
88,unknown,,,UNKNOWN,,,971,DET,a,DT,a,960,984
89,environment,,,ENVIRONMENT,,,998,DET,that,DT,That,998,1003
90,narrator,,,NARRATOR,,,1034,PRON,i,PRP,I,1028,1036
91,environment,,,ENVIRONMENT,,,1042,DET,this,DT,this,1036,1045
92,unknown,,,UNKNOWN,,,1058,PRON,who,WP,Who,1058,1080
93,reader,,,READER,,,1065,PRON,you,PRP,you,1058,1080
94,unknown,,,UNKNOWN,,,1072,DET,which,WDT,which,1058,1080
95,unknown,,,UNKNOWN,,,1096,DET,the,DT,the,1090,1112
96,narrator,,,NARRATOR,,,1167,PRON,mine,PRP,mine,1119,1176
97,unknown,,,UNKNOWN,,,1186,DET,the,DT,the,1177,1198
98,reader,,,READER,,,1190,PRON,you,PRP,you,1177,1198
99,reader,,,READER,,,1198,PRON,you,PRP,You,1198,1207
100,unknown,,,UNKNOWN,,,1200,PRON,what,WP,what,1198,1207
101,unknown,,,UNKNOWN,,,1201,DET,a,DT,a,1198,1207
102,reader,,,READER,,,1216,PRON,you,PRP,you,1215,1224
103,unknown,,,UNKNOWN,,,1218,PRON,what,WP,what,1215,1224
104,unknown,,,UNKNOWN,,,1232,DET,each,DT,each,1231,1256
105,unknown,,,UNKNOWN,,,1238,DET,a,DT,a,1231,1256
106,unknown,,,UNKNOWN,,,1247,DET,a,DT,a,1231,1256
107,reader,,,READER,,,1257,PRON,you,PRP,You,1256,1263
108,unknown,,,UNKNOWN,,,1260,DET,a,DT,a,1256,1263
109,reader,,,READER,,,1271,PRON,you,PRP,you,1270,1276
110,unknown,,,UNKNOWN,,,1286,DET,both,DT,both,1283,1290
111,unknown,,,UNKNOWN,,,1327,DET,both,DT,both,1313,1361
112,reader,,,READER,,,1335,PRON,you,PRP,you,1313,1361
113,unknown,,,UNKNOWN,,,1366,DET,a,DT,a,1363,1383
114,unknown,,,UNKNOWN,,,1393,DET,an,DT,an,1383,1411
115,unknown,,,UNKNOWN,,,1397,DET,the,DT,the,1383,1411
116,unknown,,,UNKNOWN,,,1400,DET,the,DT,the,1383,1411
117,environment,,,ENVIRONMENT,,,1421,DET,that,DT,that,1411,1427
118,unknown,,,UNKNOWN,,,1429,DET,the,DT,the,1427,1441
119,environment,,,ENVIRONMENT,,,1435,DET,that,DT,that,1427,1441
120,environment,,,ENVIRONMENT,,,1443,PRON,it,PRP,it,1441,1482
121,unknown,,,UNKNOWN,,,1451,DET,a,DT,a,1441,1482
122,unknown,,,UNKNOWN,,,1457,DET,a,DT,a,1441,1482
123,unknown,,,UNKNOWN,,,1463,DET,such,PDT,such,1441,1482
124,unknown,,,UNKNOWN,,,1464,DET,a,DT,a,1441,1482
125,unknown,,,UNKNOWN,,,1470,DET,any,DT,any,1441,1482
126,unknown,,,UNKNOWN,,,1492,DET,any,DT,any,1482,1517
127,environment,,,ENVIRONMENT,,,1499,PRON,it,PRP,it,1482,1517
128,unknown,,,UNKNOWN,,,1543,DET,which,WDT,which,1531,1551
129,unknown,,,UNKNOWN,,,1548,DET,a,DT,a,1531,1551
130,unknown,,,UNKNOWN,,,1555,DET,the,DT,the,1551,1560
131,unknown,,,UNKNOWN,,,1564,DET,a,DT,a,1560,1587
132,unknown,,,UNKNOWN,,,1574,DET,a,DT,a,1560,1587
133,environment,,,ENVIRONMENT,,,1587,PRON,it,PRP,It,1587,1604
134,unknown,,,UNKNOWN,,,1623,DET,the,DT,the,1604,1654
135,environment,,,ENVIRONMENT,,,1637,DET,that,DT,that,1604,1654
136,unknown,,,UNKNOWN,,,1656,DET,a,DT,a,1654,1674
137,unknown,,,UNKNOWN,,,1666,DET,the,DT,the,1654,1674
138,environment,,,ENVIRONMENT,,,1676,PRON,it,PRP,it,1674,1689
139,unknown,,,UNKNOWN,,,1691,PRON,what,WP,what,1689,1696
140,unknown,,,UNKNOWN,,,1705,DET,the,DT,the,1698,1734
141,unknown,,,UNKNOWN,,,1713,PRON,what,WP,what,1698,1734
142,unknown,,,UNKNOWN,,,1728,DET,the,DT,the,1698,1734
143,reader,,,READER,,,1737,PRON,you,PRP,you,1734,1750
144,reader,,,READER,,,1740,PRON,you,PRP,you,1734,1750
145,unknown,,,UNKNOWN,,,1770,PRON,what,WP,what,1761,1802
146,reader,,,READER,,,1783,PRON,you,PRP,you,1761,1802
147,environment,,,ENVIRONMENT,,,1805,DET,that,DT,that,1802,1820
148,unknown,,,UNKNOWN,,,1815,DET,the,DT,the,1802,1820
149,unknown,,,UNKNOWN,,,1825,DET,a,DT,a,1821,1828
150,unknown,,,UNKNOWN,,,1829,DET,a,DT,a,1828,1834
151,unknown,,,UNKNOWN,,,1835,DET,the,DT,the,1834,1866
152,unknown,,,UNKNOWN,,,1876,DET,the,DT,the,1866,1926
153,unknown,,,UNKNOWN,,,1881,DET,the,DT,the,1866,1926
154,environment,,,ENVIRONMENT,,,1883,DET,that,WDT,that,1866,1926
155,unknown,,,UNKNOWN,,,1885,DET,the,DT,the,1866,1926
156,unknown,,,UNKNOWN,,,1900,DET,the,DT,the,1866,1926
157,unknown,,,UNKNOWN,,,1916,DET,a,DT,a,1866,1926
158,unknown,,,UNKNOWN,,,1940,DET,a,DT,a,1926,1958
159,unknown,,,UNKNOWN,,,1942,DET,whose,WP$,whose,1926,1958
160,unknown,,,UNKNOWN,,,1973,DET,the,DT,the,1958,1980
161,unknown,,,UNKNOWN,,,2013,DET,the,DT,the,1980,2039
162,unknown,,,UNKNOWN,,,2028,DET,the,DT,the,1980,2039
163,unknown,,,UNKNOWN,,,2033,DET,the,DT,the,1980,2039
164,unknown,,,UNKNOWN,,,2043,DET,a,DT,a,2039,2094
165,unknown,,,UNKNOWN,,,2063,DET,another,DT,another,2039,2094
166,unknown,,,UNKNOWN,,,2077,DET,the,DT,the,2039,2094
167,unknown,,,UNKNOWN,,,2081,DET,a,DT,a,2039,2094
168,unknown,,,UNKNOWN,,,2095,DET,the,DT,the,2094,2168
169,unknown,,,UNKNOWN,,,2110,DET,all,PDT,all,2094,2168
170,unknown,,,UNKNOWN,,,2111,DET,the,DT,the,2094,2168
171,environment,,,ENVIRONMENT,,,2113,DET,that,WDT,that,2094,2168
172,unknown,,,UNKNOWN,,,2122,DET,these,DT,these,2094,2168
173,unknown,,,UNKNOWN,,,2124,DET,the,DT,the,2094,2168
174,unknown,,,UNKNOWN,,,2127,DET,which,WDT,which,2094,2168
175,unknown,,,UNKNOWN,,,2128,DET,the,DT,the,2094,2168
176,unknown,,,UNKNOWN,,,2133,DET,an,DT,an,2094,2168
177,unknown,,,UNKNOWN,,,2137,DET,a,DT,a,2094,2168
178,unknown,,,UNKNOWN,,,2140,DET,an,DT,an,2094,2168
179,reader,,,READER,,,2144,PRON,you,PRP,you,2094,2168
180,unknown,,,UNKNOWN,,,2149,DET,the,DT,the,2094,2168
181,unknown,,,UNKNOWN,,,2152,DET,a,DT,a,2094,2168
182,unknown,,,UNKNOWN,,,2156,DET,some,DT,some,2094,2168
183,unknown,,,UNKNOWN,,,2161,DET,which,WDT,which,2094,2168
184,environment,,,ENVIRONMENT,,,2174,DET,this,DT,this,2168,2199
185,environment,,,ENVIRONMENT,,,2199,PRON,it,PRP,It,2199,2232
186,unknown,,,UNKNOWN,,,2202,DET,a,DT,a,2199,2232
187,unknown,,,UNKNOWN,,,2234,DET,all,DT,all,2232,2250
188,unknown,,,UNKNOWN,,,2245,DET,no,DT,no,2232,2250
189,unknown,,,UNKNOWN,,,2280,DET,a,DT,a,2266,2297
190,unknown,,,UNKNOWN,,,2286,DET,the,DT,the,2266,2297
191,environment,,,ENVIRONMENT,,,2300,DET,that,DT,that,2298,2354
192,unknown,,,UNKNOWN,,,2306,PRON,what,WP,what,2298,2354
193,unknown,,,UNKNOWN,,,2316,DET,a,DT,a,2298,2354
194,unknown,,,UNKNOWN,,,2327,DET,the,DT,the,2298,2354
195,unknown,,,UNKNOWN,,,2348,DET,both,DT,both,2298,2354
196,unknown,,,UNKNOWN,,,2357,DET,a,DT,a,2354,2383
197,unknown,,,UNKNOWN,,,2369,DET,a,DT,a,2354,2383
198,unknown,,,UNKNOWN,,,2385,DET,a,DT,a,2383,2423
199,unknown,,,UNKNOWN,,,2394,DET,each,DT,each,2383,2423
200,unknown,,,UNKNOWN,,,2405,DET,such,PDT,such,2383,2423
201,unknown,,,UNKNOWN,,,2406,DET,a,DT,a,2383,2423
202,unknown,,,UNKNOWN,,,2425,DET,a,DT,a,2423,2458
203,unknown,,,UNKNOWN,,,2445,DET,a,DT,a,2423,2458
204,unknown,,,UNKNOWN,,,2470,DET,such,PDT,such,2458,2498
205,unknown,,,UNKNOWN,,,2471,DET,a,DT,a,2458,2498
206,environment,,,ENVIRONMENT,,,2476,DET,that,WDT,that,2458,2498
207,environment,,,ENVIRONMENT,,,2483,PRON,it,PRP,it,2458,2498
208,unknown,,,UNKNOWN,,,2490,DET,a,DT,a,2458,2498
209,unknown,,,UNKNOWN,,,2523,DET,a,DT,a,2498,2539
210,environment,,,ENVIRONMENT,,,2530,DET,that,WDT,that,2498,2539
211,environment,,,ENVIRONMENT,,,2541,PRON,it,PRP,it,2539,2563
212,unknown,,,UNKNOWN,,,2542,DET,a,DT,a,2539,2563
213,unknown,,,UNKNOWN,,,2549,DET,a,DT,a,2539,2563
214,narrator,,,NARRATOR,,,2564,PRON,i,PRP,I,2563,2603
215,unknown,,,UNKNOWN,,,2567,DET,no,DT,no,2563,2603
216,unknown,,,UNKNOWN,,,2596,DET,every,DT,every,2563,2603
217,unknown,,,UNKNOWN,,,2607,DET,our,PRP$,our,2603,2634
218,unknown,,,UNKNOWN,,,2610,DET,which,WDT,which,2603,2634
219,unknown,,,UNKNOWN,,,2612,DET,a,DT,a,2603,2634
220,unknown,,,UNKNOWN,,,2619,DET,the,DT,the,2603,2634
221,unknown,,,UNKNOWN,,,2622,DET,our,PRP$,our,2603,2634
222,unknown,,,UNKNOWN,,,2628,PRON,them,PRP,them,2603,2634
223,environment,,,ENVIRONMENT,,,2631,DET,that,DT,that,2603,2634
224,unknown,,,UNKNOWN,,,2653,DET,the,DT,the,2634,2656
225,unknown,,,UNKNOWN,,,2671,DET,a,DT,a,2656,2699
226,unknown,,,UNKNOWN,,,2676,DET,the,DT,the,2656,2699
227,unknown,,,UNKNOWN,,,2680,DET,the,DT,the,2656,2699
228,unknown,,,UNKNOWN,,,2683,DET,the,DT,the,2656,2699
229,environment,,,ENVIRONMENT,,,2691,PRON,it,PRP,it,2656,2699
230,unknown,,,UNKNOWN,,,2695,DET,the,DT,the,2656,2699
231,unknown,,,UNKNOWN,,,2704,DET,a,DT,a,2700,2714
232,reader,,,READER,,,2710,PRON,you,PRP,you,2700,2714
233,unknown,,,UNKNOWN,,,2722,DET,a,DT,a,2714,2729
234,unknown,,,UNKNOWN,,,2746,PRON,what,WP,what,2744,2757
235,environment,,,ENVIRONMENT,,,2760,DET,this,DT,this,2759,2785
236,unknown,,,UNKNOWN,,,2766,DET,the,DT,the,2759,2785
237,unknown,,,UNKNOWN,,,2787,DET,a,DT,a,2785,2805
238,unknown,,,UNKNOWN,,,2822,DET,a,DT,a,2806,2833
239,environment,,,ENVIRONMENT,,,2833,DET,that,DT,That,2833,2870
240,unknown,,,UNKNOWN,,,2835,PRON,what,WP,what,2833,2870
241,unknown,,,UNKNOWN,,,2845,DET,the,DT,the,2833,2870
242,unknown,,,UNKNOWN,,,2848,DET,the,DT,the,2833,2870
243,unknown,,,UNKNOWN,,,2852,DET,the,DT,the,2833,2870
244,environment,,,ENVIRONMENT,,,2858,PRON,it,PRP,it,2833,2870
245,unknown,,,UNKNOWN,,,2885,DET,a,DT,a,2880,2900
246,unknown,,,UNKNOWN,,,2893,DET,no,DT,no,2880,2900
247,unknown,,,UNKNOWN,,,2909,DET,the,DT,the,2901,2929
248,unknown,,,UNKNOWN,,,2918,DET,the,DT,the,2901,2929
249,environment,,,ENVIRONMENT,,,2921,DET,this,DT,this,2901,2929
250,unknown,,,UNKNOWN,,,2931,DET,a,DT,a,2929,2934
251,unknown,,,UNKNOWN,,,2944,DET,the,DT,the,2934,2949
252,reader,,,READER,,,2947,PRON,you,PRP,you,2934,2949
253,unknown,,,UNKNOWN,,,2953,DET,the,DT,the,2951,2956
254,unknown,,,UNKNOWN,,,2969,DET,an,DT,an,2956,2987
255,environment,,,ENVIRONMENT,,,2972,PRON,it,PRP,it,2956,2987
256,unknown,,,UNKNOWN,,,2976,DET,the,DT,the,2956,2987
257,unknown,,,UNKNOWN,,,2995,DET,a,DT,a,2987,3029
258,unknown,,,UNKNOWN,,,3000,PRON,who,WP,who,2987,3029
259,unknown,,,UNKNOWN,,,3009,DET,any,DT,any,2987,3029
260,unknown,,,UNKNOWN,,,3015,DET,the,DT,the,2987,3029
261,person,,,PERSON,,,3024,DET,his,PRP$,his,2987,3029
262,reader,,,READER,,,3035,PRON,you,PRP,you,3030,3047
263,unknown,,,UNKNOWN,,,3051,PRON,what,WP,what,3047,3088
264,reader,,,READER,,,3071,PRON,you,PRP,you,3047,3088
265,environment,,,ENVIRONMENT,,,3074,DET,that,DT,that,3047,3088
266,reader,,,READER,,,3077,PRON,you,PRP,you,3047,3088
267,environment,,,ENVIRONMENT,,,3123,PRON,it,PRP,it,3122,3141
268,unknown,,,UNKNOWN,,,3141,PRON,who,WP,Who,3141,3149
269,reader,,,READER,,,3150,PRON,you,PRP,You,3149,3156
270,environment,,,ENVIRONMENT,,,3162,PRON,it,PRP,it,3157,3170
271,environment,,,ENVIRONMENT,,,3202,PRON,it,PRP,it,3198,3205
272,environment,,,ENVIRONMENT,,,3207,DET,that,DT,that,3205,3209
273,environment,,,ENVIRONMENT,,,3217,DET,this,DT,this,3209,3226
274,environment,,,ENVIRONMENT,,,3226,PRON,it,PRP,It,3226,3247
275,unknown,,,UNKNOWN,,,3232,DET,a,DT,a,3226,3247
276,person,,,PERSON,,,3238,PRON,him,PRP,him,3226,3247
277,unknown,,,UNKNOWN,,,3239,DET,a,DT,a,3226,3247
278,environment,,,ENVIRONMENT,,,3253,DET,that,DT,that,3249,3263
279,unknown,,,UNKNOWN,,,3264,DET,the,DT,the,3263,3290
280,unknown,,,UNKNOWN,,,3268,DET,the,DT,the,3263,3290
281,unknown,,,UNKNOWN,,,3271,DET,the,DT,the,3263,3290
282,unknown,,,UNKNOWN,,,3275,DET,the,DT,the,3263,3290
283,unknown,,,UNKNOWN,,,3280,DET,the,DT,the,3263,3290
284,unknown,,,UNKNOWN,,,3283,DET,the,DT,the,3263,3290
285,unknown,,,UNKNOWN,,,3287,DET,the,DT,the,3263,3290
286,unknown,,,UNKNOWN,,,3295,DET,a,DT,a,3290,3311
287,unknown,,,UNKNOWN,,,3298,DET,those,DT,those,3290,3311
288,unknown,,,UNKNOWN,,,3306,DET,the,DT,the,3290,3311
289,unknown,,,UNKNOWN,,,3341,PRON,us,PRP,us,3339,3354
290,unknown,,,UNKNOWN,,,3344,DET,the,DT,the,3339,3354
291,environment,,,ENVIRONMENT,,,3350,PRON,it,PRP,it,3339,3354
292,reader,,,READER,,,3355,PRON,you,PRP,You,3355,3387
293,unknown,,,UNKNOWN,,,3360,DET,the,DT,the,3355,3387
294,reader,,,READER,,,3362,PRON,you,PRP,you,3355,3387
295,unknown,,,UNKNOWN,,,3366,DET,these,DT,these,3355,3387
296,unknown,,,UNKNOWN,,,3372,DET,a,DT,a,3355,3387
297,unknown,,,UNKNOWN,,,3393,DET,the,DT,the,3387,3432
298,unknown,,,UNKNOWN,,,3417,PRON,what,WP,what,3387,3432
299,unknown,,,UNKNOWN,,,3421,PRON,we,PRP,we,3387,3432
300,unknown,,,UNKNOWN,,,3427,DET,the,DT,the,3387,3432
301,environment,,,ENVIRONMENT,,,3433,DET,that,DT,that,3432,3464
302,unknown,,,UNKNOWN,,,3467,DET,a,DT,a,3464,3483
303,unknown,,,UNKNOWN,,,3504,DET,a,DT,a,3483,3522
304,unknown,,,UNKNOWN,,,3511,DET,a,DT,a,3483,3522
305,unknown,,,UNKNOWN,,,3514,DET,which,WDT,which,3483,3522
306,unknown,,,UNKNOWN,,,3525,DET,some,DT,some,3522,3578
307,unknown,,,UNKNOWN,,,3543,DET,an,DT,an,3522,3578
308,unknown,,,UNKNOWN,,,3554,DET,a,DT,a,3522,3578
309,unknown,,,UNKNOWN,,,3558,DET,both,DT,both,3522,3578
310,unknown,,,UNKNOWN,,,3564,DET,a,DT,a,3522,3578
311,unknown,,,UNKNOWN,,,3572,DET,the,DT,the,3522,3578
312,unknown,,,UNKNOWN,,,3575,DET,the,DT,the,3522,3578
313,unknown,,,UNKNOWN,,,3584,DET,a,DT,a,3578,3633
314,unknown,,,UNKNOWN,,,3589,DET,the,DT,the,3578,3633
315,unknown,,,UNKNOWN,,,3592,DET,the,DT,the,3578,3633
316,unknown,,,UNKNOWN,,,3598,DET,a,DT,a,3578,3633
317,unknown,,,UNKNOWN,,,3603,DET,the,DT,the,3578,3633
318,unknown,,,UNKNOWN,,,3606,DET,which,WDT,which,3578,3633
319,unknown,,,UNKNOWN,,,3622,DET,which,WDT,which,3578,3633
320,unknown,,,UNKNOWN,,,3629,DET,the,DT,the,3578,3633
321,unknown,,,UNKNOWN,,,3634,DET,the,DT,the,3633,3650
322,person,,,PERSON,,,3665,DET,his,PRP$,his,3650,3674
323,unknown,,,UNKNOWN,,,3667,DET,the,DT,the,3650,3674
324,unknown,,,UNKNOWN,,,3682,DET,the,DT,the,3674,3699
325,unknown,,,UNKNOWN,,,3696,DET,the,DT,the,3674,3699
326,unknown,,,UNKNOWN,,,3717,DET,the,DT,The,3717,3735
327,unknown,,,UNKNOWN,,,3723,DET,the,DT,the,3717,3735
328,environment,,,ENVIRONMENT,,,3726,DET,this,DT,this,3717,3735
329,environment,,,ENVIRONMENT,,,3735,PRON,it,PRP,It,3735,3764
330,unknown,,,UNKNOWN,,,3748,DET,the,DT,the,3735,3764
331,unknown,,,UNKNOWN,,,3751,DET,a,DT,a,3735,3764
332,unknown,,,UNKNOWN,,,3758,DET,a,DT,a,3735,3764
333,environment,,,ENVIRONMENT,,,3765,PRON,it,PRP,it,3764,3776
334,unknown,,,UNKNOWN,,,3768,DET,the,DT,the,3764,3776
335,environment,,,ENVIRONMENT,,,3796,PRON,it,PRP,it,3776,3821
336,unknown,,,UNKNOWN,,,3802,DET,the,DT,the,3776,3821
337,unknown,,,UNKNOWN,,,3813,PRON,them,PRP,them,3776,3821
338,unknown,,,UNKNOWN,,,3815,DET,each,DT,each,3776,3821
339,unknown,,,UNKNOWN,,,3823,DET,which,WDT,which,3821,3830
340,unknown,,,UNKNOWN,,,3839,DET,the,DT,the,3830,3883
341,unknown,,,UNKNOWN,,,3860,DET,each,DT,each,3830,3883
342,unknown,,,UNKNOWN,,,3880,DET,the,DT,the,3830,3883
343,unknown,,,UNKNOWN,,,3906,DET,the,DT,the,3883,3915
344,unknown,,,UNKNOWN,,,3912,DET,the,DT,the,3883,3915
345,unknown,,,UNKNOWN,,,3919,DET,a,DT,a,3915,3940
346,unknown,,,UNKNOWN,,,3946,PRON,what,WP,what,3940,3974
347,unknown,,,UNKNOWN,,,3958,DET,a,DT,a,3940,3974
348,unknown,,,UNKNOWN,,,3966,DET,which,WDT,which,3940,3974
349,unknown,,,UNKNOWN,,,3989,DET,a,DT,a,3974,4002
350,unknown,,,UNKNOWN,,,3999,DET,a,DT,a,3974,4002
351,unknown,,,UNKNOWN,,,4007,DET,another,DT,another,4002,4045
352,unknown,,,UNKNOWN,,,4020,DET,a,DT,a,4002,4045
353,unknown,,,UNKNOWN,,,4045,DET,the,DT,The,4045,4075
354,unknown,,,UNKNOWN,,,4050,DET,which,WDT,which,4045,4075
355,unknown,,,UNKNOWN,,,4054,DET,the,DT,the,4045,4075
356,unknown,,,UNKNOWN,,,4076,PRON,what,WP,What,4076,4095
357,unknown,,,UNKNOWN,,,4078,DET,the,DT,the,4076,4095
358,reader,,,READER,,,4099,PRON,you,PRP,you,4095,4102
359,unknown,,,UNKNOWN,,,4126,DET,a,DT,a,4122,4129
360,reader,,,READER,,,4134,PRON,you,PRP,You,4134,4145
361,unknown,,,UNKNOWN,,,4146,PRON,what,WP,What,4146,4152
362,unknown,,,UNKNOWN,,,4148,DET,the,DT,the,4146,4152
363,reader,,,READER,,,4165,PRON,you,PRP,you,4164,4190
364,unknown,,,UNKNOWN,,,4168,DET,any,DT,any,4164,4190
365,reader,,,READER,,,4200,DET,your,PRP$,your,4191,4203
366,environment,,,ENVIRONMENT,,,4206,DET,this,DT,this,4205,4255
367,unknown,,,UNKNOWN,,,4226,DET,the,DT,the,4205,4255
368,unknown,,,UNKNOWN,,,4234,DET,a,DT,a,4205,4255
369,unknown,,,UNKNOWN,,,4238,DET,the,DT,the,4205,4255
370,unknown,,,UNKNOWN,,,4247,DET,the,DT,the,4205,4255
371,unknown,,,UNKNOWN,,,4262,PRON,what,WP,what,4256,4283
372,unknown,,,UNKNOWN,,,4264,DET,the,DT,the,4256,4283
373,reader,,,READER,,,4277,PRON,you,PRP,you,4256,4283
374,person,,,PERSON,,,4288,PRON,her,PRP,her,4285,4307
375,unknown,,,UNKNOWN,,,4290,DET,a,DT,a,4285,4307
376,unknown,,,UNKNOWN,,,4296,DET,a,DT,a,4285,4307
377,reader,,,READER,,,4308,PRON,you,PRP,You,4308,4364
378,unknown,,,UNKNOWN,,,4330,DET,a,DT,a,4308,4364
379,unknown,,,UNKNOWN,,,4354,DET,the,DT,the,4308,4364
380,unknown,,,UNKNOWN,,,4361,DET,any,DT,any,4308,4364
