,categ,entity_i,entity_pos,entity_root,entity_tag,entity_text,i,mention_pos,mention_root,mention_tag,mention_text,t0,t1
114,narrator,,,narrator,,,877,PRON,i,PRP,I,874,898
115,unknown,,,unknown,,,885,DET,the,DT,the,874,898
116,unknown,,,unknown,,,889,DET,a,DT,a,874,898
117,narrator,,,narrator,,,899,PRON,i,PRP,I,898,906
118,unknown,,,unknown,,,901,DET,half,PDT,half,898,906
119,unknown,,,unknown,,,902,DET,a,DT,a,898,906
120,narrator,,,narrator,,,908,PRON,i,PRP,I,908,948
121,narrator,,,narrator,,,911,DET,my,PRP$,my,908,948
122,unknown,,,unknown,,,922,DET,the,DT,the,908,948
123,unknown,,,unknown,,,925,DET,which,WDT,which,908,948
124,narrator,,,narrator,,,929,PRON,me,PRP,me,908,948
125,environment,,,environment,,,937,PRON,it,PRP,it,908,948
126,unknown,,,unknown,,,978,DET,a,DT,a,967,991
127,narrator,,,narrator,,,997,PRON,i,PRP,I,992,1001
128,environment,,,environment,,,1005,DET,that,DT,That,1005,1010
129,reader,,,reader,,,1026,DET,your,PRP$,your,1023,1034
130,reader,,,reader,,,1029,DET,your,PRP$,your,1023,1034
131,narrator,,,narrator,,,1041,PRON,i,PRP,I,1035,1043
132,environment,,,environment,,,1049,DET,this,DT,this,1043,1052
133,unknown,,,unknown,,,1065,PRON,who,WP,Who,1065,1088
134,reader,,,reader,,,1070,PRON,you,PRP,you,1065,1088
135,unknown,,,unknown,,,1077,DET,which,WDT,which,1065,1088
136,narrator,,,narrator,,,1078,PRON,i,PRP,I,1065,1088
137,narrator,,,narrator,,,1082,DET,my,PRP$,my,1065,1088
138,narrator,,,narrator,,,1089,DET,my,PRP$,My,1089,1094
139,unknown,,,unknown,,,1098,DET,the,DT,the,1094,1103
140,narrator,,,narrator,,,1129,PRON,me,PRP,me,1122,1179
141,narrator,,,narrator,,,1137,DET,my,PRP$,my,1122,1179
142,narrator,,,narrator,,,1141,PRON,me,PRP,me,1122,1179
143,unknown,,,unknown,,,1143,DET,both,DT,both,1122,1179
144,narrator,,,narrator,,,1148,PRON,me,PRP,me,1122,1179
145,narrator,,,narrator,,,1156,PRON,me,PRP,me,1122,1179
146,narrator,,,narrator,,,1170,PRON,mine,PRP,mine,1122,1179
147,unknown,,,unknown,,,1189,DET,the,DT,the,1180,1201
148,reader,,,reader,,,1193,PRON,you,PRP,you,1180,1201
149,reader,,,reader,,,1201,PRON,you,PRP,You,1201,1210
150,unknown,,,unknown,,,1203,PRON,what,WP,what,1201,1210
151,unknown,,,unknown,,,1204,DET,a,DT,a,1201,1210
152,reader,,,reader,,,1219,PRON,you,PRP,you,1218,1227
153,unknown,,,unknown,,,1235,DET,each,DT,each,1234,1259
154,narrator,,,narrator,,,1239,PRON,me,PRP,me,1234,1259
155,unknown,,,unknown,,,1241,DET,a,DT,a,1234,1259
156,narrator,,,narrator,,,1249,PRON,me,PRP,me,1234,1259
157,unknown,,,unknown,,,1250,DET,a,DT,a,1234,1259
158,reader,,,reader,,,1260,PRON,you,PRP,You,1259,1266
159,narrator,,,narrator,,,1262,PRON,me,PRP,me,1259,1266
160,unknown,,,unknown,,,1263,DET,a,DT,a,1259,1266
161,narrator,,,narrator,,,1269,PRON,me,PRP,me,1267,1272
162,reader,,,reader,,,1274,PRON,you,PRP,you,1273,1279
163,narrator,,,narrator,,,1282,PRON,me,PRP,me,1280,1285
164,reader,,,reader,,,1286,PRON,you,PRP,You,1286,1293
165,unknown,,,unknown,,,1288,PRON,'em,PRP,'em,1286,1293
166,unknown,,,unknown,,,1289,DET,both,DT,both,1286,1293
167,narrator,,,narrator,,,1291,PRON,me,PRP,me,1286,1293
168,narrator,,,narrator,,,1296,PRON,me,PRP,me,1294,1299
169,narrator,,,narrator,,,1301,PRON,i,PRP,I,1300,1310
170,reader,,,reader,,,1304,DET,your,PRP$,your,1300,1310
171,narrator,,,narrator,,,1313,PRON,me,PRP,me,1311,1317
172,narrator,,,narrator,,,1317,PRON,i,PRP,I,1317,1365
173,narrator,,,narrator,,,1326,PRON,i,PRP,I,1317,1365
174,unknown,,,unknown,,,1331,DET,both,DT,both,1317,1365
175,reader,,,reader,,,1339,PRON,you,PRP,you,1317,1365
176,narrator,,,narrator,,,1345,PRON,me,PRP,me,1317,1365
177,narrator,,,narrator,,,1352,PRON,i,PRP,I,1317,1365
178,narrator,,,narrator,,,1360,PRON,i,PRP,I,1317,1365
179,narrator,,,narrator,,,1369,PRON,me,PRP,me,1367,1387
180,unknown,,,unknown,,,1370,DET,a,DT,a,1367,1387
181,narrator,,,narrator,,,1391,PRON,me,PRP,me,1387,1415
182,unknown,,,unknown,,,1393,DET,the,DT,the,1387,1415
183,unknown,,,unknown,,,1397,DET,an,DT,an,1387,1415
184,unknown,,,unknown,,,1401,DET,the,DT,the,1387,1415
185,unknown,,,unknown,,,1404,DET,the,DT,the,1387,1415
186,reader,,,reader,,,1416,PRON,you,PRP,You,1416,1432
187,narrator,,,narrator,,,1418,PRON,me,PRP,me,1416,1432
188,environment,,,environment,,,1426,DET,that,DT,that,1416,1432
189,reader,,,reader,,,1432,PRON,you,PRP,You,1432,1446
190,unknown,,,unknown,,,1434,DET,the,DT,the,1432,1446
191,environment,,,environment,,,1440,DET,that,DT,that,1432,1446
192,reader,,,reader,,,1446,PRON,you,PRP,You,1446,1487
193,environment,,,environment,,,1448,PRON,it,PRP,it,1446,1487
194,reader,,,reader,,,1451,PRON,you,PRP,you,1446,1487
195,unknown,,,unknown,,,1456,DET,a,DT,a,1446,1487
196,unknown,,,unknown,,,1462,DET,a,DT,a,1446,1487
197,reader,,,reader,,,1465,DET,your,PRP$,your,1446,1487
198,unknown,,,unknown,,,1468,DET,such,PDT,such,1446,1487
199,unknown,,,unknown,,,1469,DET,a,DT,a,1446,1487
200,unknown,,,unknown,,,1475,DET,any,DT,any,1446,1487
201,reader,,,reader,,,1480,PRON,you,PRP,you,1446,1487
202,reader,,,reader,,,1487,PRON,you,PRP,You,1487,1523
203,reader,,,reader,,,1491,PRON,you,PRP,you,1487,1523
204,narrator,,,narrator,,,1494,DET,my,PRP$,my,1487,1523
205,unknown,,,unknown,,,1497,DET,any,DT,any,1487,1523
206,environment,,,environment,,,1504,PRON,it,PRP,it,1487,1523
207,reader,,,reader,,,1508,DET,your,PRP$,your,1487,1523
208,reader,,,reader,,,1511,DET,your,PRP$,your,1487,1523
209,narrator,,,narrator,,,1525,PRON,i,PRP,I,1523,1537
210,reader,,,reader,,,1531,PRON,you,PRP,you,1523,1537
211,narrator,,,narrator,,,1534,PRON,i,PRP,I,1523,1537
212,unknown,,,unknown,,,1539,DET,a,DT,a,1537,1557
213,narrator,,,narrator,,,1552,PRON,i,PRP,I,1537,1557
214,unknown,,,unknown,,,1554,DET,a,DT,a,1537,1557
215,unknown,,,unknown,,,1561,DET,the,DT,the,1557,1566
216,narrator,,,narrator,,,1563,PRON,i,PRP,I,1557,1566
217,unknown,,,unknown,,,1570,DET,a,DT,a,1566,1593
218,unknown,,,unknown,,,1580,DET,a,DT,a,1566,1593
219,environment,,,environment,,,1593,PRON,it,PRP,It,1593,1610
220,unknown,,,unknown,,,1630,DET,the,DT,the,1610,1661
221,environment,,,environment,,,1644,DET,that,DT,that,1610,1661
222,narrator,,,narrator,,,1661,PRON,i,PRP,I,1661,1681
223,unknown,,,unknown,,,1663,DET,a,DT,a,1661,1681
224,reader,,,reader,,,1671,PRON,you,PRP,you,1661,1681
225,unknown,,,unknown,,,1673,DET,the,DT,the,1661,1681
226,narrator,,,narrator,,,1681,PRON,i,PRP,I,1681,1696
227,environment,,,environment,,,1683,PRON,it,PRP,it,1681,1696
228,reader,,,reader,,,1693,DET,your,PRP$,your,1681,1696
229,unknown,,,unknown,,,1698,PRON,what,WP,what,1696,1703
230,reader,,,reader,,,1700,PRON,you,PRP,you,1696,1703
231,narrator,,,narrator,,,1705,PRON,i,PRP,I,1705,1741
232,narrator,,,narrator,,,1708,PRON,i,PRP,I,1705,1741
233,unknown,,,unknown,,,1712,DET,the,DT,the,1705,1741
234,narrator,,,narrator,,,1716,PRON,i,PRP,I,1705,1741
235,unknown,,,unknown,,,1720,PRON,what,WP,what,1705,1741
236,narrator,,,narrator,,,1725,PRON,i,PRP,I,1705,1741
237,narrator,,,narrator,,,1729,PRON,i,PRP,I,1705,1741
238,unknown,,,unknown,,,1735,DET,the,DT,the,1705,1741
239,reader,,,reader,,,1745,PRON,you,PRP,you,1741,1758
240,reader,,,reader,,,1748,PRON,you,PRP,you,1741,1758
241,narrator,,,narrator,,,1758,PRON,i,PRP,I,1758,1769
242,narrator,,,narrator,,,1765,PRON,me,PRP,me,1758,1769
243,reader,,,reader,,,1777,PRON,you,PRP,you,1770,1811
244,unknown,,,unknown,,,1779,PRON,what,WP,what,1770,1811
245,reader,,,reader,,,1780,PRON,you,PRP,you,1770,1811
246,reader,,,reader,,,1785,PRON,you,PRP,you,1770,1811
247,reader,,,reader,,,1792,PRON,you,PRP,you,1770,1811
248,narrator,,,narrator,,,1807,PRON,i,PRP,I,1770,1811
249,environment,,,environment,,,1814,DET,that,DT,that,1811,1829
250,unknown,,,unknown,,,1824,DET,the,DT,the,1811,1829
251,narrator,,,narrator,,,1830,PRON,i,PRP,I,1830,1837
252,narrator,,,narrator,,,1832,PRON,i,PRP,I,1830,1837
253,unknown,,,unknown,,,1834,DET,a,DT,a,1830,1837
254,unknown,,,unknown,,,1838,DET,a,DT,a,1837,1843
255,unknown,,,unknown,,,1844,DET,the,DT,the,1843,1872
256,person,,,person,,,1857,PRON,himself,PRP,himself,1843,1872
257,unknown,,,unknown,,,1867,DET,the,DT,the,1843,1872
258,narrator,,,narrator,,,1873,PRON,i,PRP,I,1872,1934
259,unknown,,,unknown,,,1882,DET,the,DT,the,1872,1934
260,unknown,,,unknown,,,1887,DET,the,DT,the,1872,1934
261,environment,,,environment,,,1889,DET,that,WDT,that,1872,1934
262,unknown,,,unknown,,,1891,DET,the,DT,the,1872,1934
263,narrator,,,narrator,,,1898,DET,my,PRP$,my,1872,1934
264,unknown,,,unknown,,,1906,DET,the,DT,the,1872,1934
265,unknown,,,unknown,,,1923,DET,a,DT,a,1872,1934
266,unknown,,,unknown,,,1949,DET,a,DT,a,1934,1967
267,unknown,,,unknown,,,1951,DET,whose,WP$,whose,1934,1967
268,narrator,,,narrator,,,1968,PRON,i,PRP,I,1967,1989
269,narrator,,,narrator,,,1973,PRON,i,PRP,I,1967,1989
270,narrator,,,narrator,,,1975,DET,my,PRP$,my,1967,1989
271,unknown,,,unknown,,,1982,DET,the,DT,the,1967,1989
272,narrator,,,narrator,,,1986,DET,my,PRP$,my,1967,1989
273,narrator,,,narrator,,,1991,PRON,i,PRP,I,1989,2050
274,narrator,,,narrator,,,1994,DET,my,PRP$,my,1989,2050
275,unknown,,,unknown,,,2011,DET,both,DT,both,1989,2050
276,unknown,,,unknown,,,2023,DET,the,DT,the,1989,2050
277,unknown,,,unknown,,,2039,DET,the,DT,the,1989,2050
278,unknown,,,unknown,,,2044,DET,the,DT,the,1989,2050
279,unknown,,,unknown,,,2054,DET,a,DT,a,2050,2105
280,narrator,,,narrator,,,2062,PRON,i,PRP,I,2050,2105
281,unknown,,,unknown,,,2074,DET,another,DT,another,2050,2105
282,unknown,,,unknown,,,2088,DET,the,DT,the,2050,2105
283,unknown,,,unknown,,,2092,DET,a,DT,a,2050,2105
284,unknown,,,unknown,,,2106,DET,the,DT,the,2105,2176
285,narrator,,,narrator,,,2111,PRON,i,PRP,I,2105,2176
286,unknown,,,unknown,,,2116,DET,the,DT,the,2105,2176
287,unknown,,,unknown,,,2122,DET,all,PDT,all,2105,2176
288,unknown,,,unknown,,,2123,DET,the,DT,the,2105,2176
289,environment,,,environment,,,2125,DET,that,WDT,that,2105,2176
290,unknown,,,unknown,,,2134,DET,these,DT,these,2105,2176
291,unknown,,,unknown,,,2136,DET,the,DT,the,2105,2176
292,unknown,,,unknown,,,2139,DET,which,WDT,which,2105,2176
293,unknown,,,unknown,,,2140,DET,the,DT,the,2105,2176
294,unknown,,,unknown,,,2143,DET,an,DT,an,2105,2176
295,unknown,,,unknown,,,2147,DET,a,DT,a,2105,2176
296,reader,,,reader,,,2152,PRON,you,PRP,you,2105,2176
297,unknown,,,unknown,,,2157,DET,the,DT,the,2105,2176
298,unknown,,,unknown,,,2160,DET,a,DT,a,2105,2176
299,unknown,,,unknown,,,2164,DET,some,DT,some,2105,2176
300,unknown,,,unknown,,,2169,DET,which,WDT,which,2105,2176
301,environment,,,environment,,,2182,DET,this,DT,this,2176,2208
302,environment,,,environment,,,2208,PRON,it,PRP,It,2208,2241
303,narrator,,,narrator,,,2210,PRON,me,PRP,me,2208,2241
304,unknown,,,unknown,,,2211,DET,a,DT,a,2208,2241
305,narrator,,,narrator,,,2215,PRON,i,PRP,I,2208,2241
306,narrator,,,narrator,,,2221,PRON,i,PRP,I,2208,2241
307,narrator,,,narrator,,,2233,PRON,i,PRP,I,2208,2241
308,narrator,,,narrator,,,2241,PRON,i,PRP,I,2241,2259
309,unknown,,,unknown,,,2243,DET,all,DT,all,2241,2259
310,unknown,,,unknown,,,2254,DET,no,DT,no,2241,2259
311,narrator,,,narrator,,,2261,PRON,i,PRP,I,2259,2273
312,narrator,,,narrator,,,2276,DET,my,PRP$,My,2276,2309
313,unknown,,,unknown,,,2291,DET,a,DT,a,2276,2309
314,unknown,,,unknown,,,2297,DET,the,DT,the,2276,2309
315,narrator,,,narrator,,,2303,PRON,me,PRP,me,2276,2309
316,environment,,,environment,,,2312,DET,that,DT,that,2310,2367
317,unknown,,,unknown,,,2319,PRON,what,WP,what,2310,2367
318,unknown,,,unknown,,,2329,DET,a,DT,a,2310,2367
319,unknown,,,unknown,,,2340,DET,the,DT,the,2310,2367
320,narrator,,,narrator,,,2354,PRON,i,PRP,I,2310,2367
321,narrator,,,narrator,,,2359,PRON,i,PRP,I,2310,2367
322,unknown,,,unknown,,,2361,DET,both,DT,both,2310,2367
323,environment,0.0,PROPN,pirrip,NNP,Pirrip,9,PROPN,pirrip,NNP,Pirrip,0,33
324,environment,0.0,PROPN,pirrip,NNP,Pirrip,50,PROPN,pirrip,NNP,Pirrip,48,68
325,environment,0.0,PROPN,pirrip,NNP,Pirrip,62,DET,his,PRP$,his,48,68
326,person,1.0,PROPN,pip,NNP,Pip,31,PROPN,pip,NNP,Pip,0,33
327,person,1.0,PROPN,pip,NNP,Pip,45,PROPN,pip,NNP,Pip,33,48
328,person,2.0,NOUN,father,NN,my father or my mother,79,NOUN,father,NN,my father or my mother,75,121
329,person,2.0,NOUN,father,NN,my father or my mother,93,PRON,them,PRP,them,75,121
330,person,2.0,NOUN,father,NN,my father or my mother,96,DET,their,PRP$,their,75,121
331,person,2.0,NOUN,father,NN,my father or my mother,111,PRON,they,PRP,they,75,121
332,person,2.0,NOUN,father,NN,my father or my mother,118,DET,their,PRP$,their,75,121
333,person,3.0,NOUN,father,NN,my father,127,NOUN,father,NN,my father,121,152
334,person,3.0,NOUN,father,NN,my father,137,PRON,he,PRP,he,121,152
335,unknown,4.0,DET,their,PRP$,their,206,DET,their,PRP$,their,183,274
336,unknown,4.0,DET,their,PRP$,their,244,PRON,they,PRP,they,183,274
337,unknown,4.0,DET,their,PRP$,their,250,DET,their,PRP$,their,183,274
338,unknown,4.0,DET,their,PRP$,their,253,DET,their,PRP$,their,183,274
339,unknown,4.0,DET,their,PRP$,their,256,DET,their,PRP$,their,183,274
340,unknown,4.0,DET,their,PRP$,their,265,PRON,them,PRP,them,183,274
341,person,5.0,NOUN,man,NN,"A man with no hat, and with broken shoes, and with an old rag tied round his head",525,NOUN,man,NN,"A man with no hat, and with broken shoes, and with an old rag tied round his head",525,546
342,person,5.0,NOUN,man,NN,"A man with no hat, and with broken shoes, and with an old rag tied round his head",597,DET,his,PRP$,his,546,608
343,person,5.0,NOUN,man,NN,"A man with no hat, and with broken shoes, and with an old rag tied round his head",600,PRON,he,PRP,he,546,608
344,person,6.0,NOUN,head,NN,his head,543,NOUN,head,NN,his head,525,546
345,person,6.0,NOUN,head,NN,his head,597,NOUN,head,NN,his head,546,608
346,person,7.0,NOUN,sir,NN,sir,617,NOUN,sir,NN,sir,611,625
347,person,7.0,NOUN,sir,NN,sir,632,NOUN,sir,NN,sir,626,636
348,person,7.0,NOUN,sir,NN,sir,644,NOUN,man,NN,the man,636,647
349,person,7.0,NOUN,sir,NN,sir,684,NOUN,sir,NN,sir,682,686
350,person,7.0,NOUN,sir,NN,sir,697,NOUN,man,NN,the man,688,700
351,person,7.0,NOUN,sir,NN,sir,738,NOUN,man,NN,The man,738,759
352,person,7.0,NOUN,sir,NN,sir,744,PRON,me,PRP,me,738,759
353,person,7.0,NOUN,sir,NN,sir,791,PRON,me,PRP,me,770,806
354,person,8.0,PRON,us,PRP,us,638,PRON,us,PRP,us,636,647
355,person,8.0,PRON,us,PRP,us,690,PRON,us,PRP,us,688,700
356,person,9.0,NOUN,name,NN,your name,639,NOUN,name,NN,your name,636,647
357,person,9.0,NOUN,name,NN,your name,674,PRON,it,PRP,it,673,677
358,environment,10.0,NOUN,church,NN,the church,734,NOUN,church,NN,the church,706,738
359,environment,10.0,NOUN,church,NN,the church,771,NOUN,church,NN,the church,770,806
360,environment,10.0,NOUN,church,NN,the church,801,NOUN,church,NN,the church,770,806
361,environment,10.0,NOUN,church,NN,the church,805,PRON,itself,PRP,itself,770,806
362,environment,11.0,NOUN,pockets,NNS,my pockets,756,NOUN,pockets,NNS,my pockets,738,759
363,environment,11.0,NOUN,pockets,NNS,my pockets,763,PRON,them,PRP,them,759,770
364,environment,12.0,NOUN,piece,NN,a piece of bread,765,NOUN,piece,NN,a piece of bread,759,770
365,environment,12.0,NOUN,piece,NN,a piece of bread,785,PRON,it,PRP,it,770,806
366,environment,12.0,NOUN,piece,NN,a piece of bread,822,NOUN,bread,NN,the bread,806,827
367,,13.0,PROPN,"itself,—for",NNP,"itself,—for",775,PROPN,"itself,—for",NNP,"itself,—for",770,806
368,person,13.0,PROPN,"itself,—for",NNP,"itself,—for",776,PRON,he,PRP,he,770,806
369,person,13.0,PROPN,"itself,—for",NNP,"itself,—for",783,PRON,he,PRP,he,770,806
370,person,13.0,PROPN,"itself,—for",NNP,"itself,—for",820,PRON,he,PRP,he,806,827
371,,13.0,PROPN,"itself,—for",NNP,"itself,—for",834,NOUN,man,NN,the man,827,850
372,person,13.0,PROPN,"itself,—for",NNP,"itself,—for",838,DET,his,PRP$,his,827,850
373,person,14.0,PRON,em,PRP,em,881,PRON,em,PRP,em,874,898
374,person,14.0,PRON,em,PRP,em,893,DET,his,PRP$,his,874,898
375,person,14.0,PRON,em,PRP,em,914,PRON,he,PRP,he,908,948
376,person,14.0,PRON,em,PRP,em,926,PRON,he,PRP,he,908,948
377,narrator,14.0,PRON,em,PRP,em,935,PRON,myself,PRP,myself,908,948
378,narrator,14.0,PRON,em,PRP,em,943,PRON,myself,PRP,myself,908,948
379,person,14.0,PRON,em,PRP,em,955,NOUN,man,NN,the man,948,958
380,person,15.0,NOUN,mother,NN,your mother,961,NOUN,mother,NN,your mother,959,966
381,person,15.0,NOUN,mother,NN,your mother,1007,NOUN,mother,NN,my mother,1005,1010
382,person,16.0,NOUN,sir,NN,sir,969,NOUN,sir,NN,sir,967,991
383,person,16.0,NOUN,sir,NN,sir,974,PRON,he,PRP,He,967,991
384,person,16.0,NOUN,sir,NN,sir,987,DET,his,PRP$,his,967,991
385,person,16.0,NOUN,sir,NN,sir,994,NOUN,sir,NN,sir,992,1001
386,person,16.0,NOUN,sir,NN,sir,1017,PRON,he,PRP,he,1012,1022
387,person,16.0,NOUN,sir,NN,sir,1037,NOUN,sir,NN,sir,1035,1043
388,person,16.0,NOUN,sir,NN,sir,1044,PRON,him,PRP,him,1043,1052
389,person,16.0,NOUN,sir,NN,sir,1058,PRON,he,PRP,he,1058,1064
390,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1105,PROPN,blacksmith,NNP,"""Blacksmith",1105,1114
391,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1112,PRON,he,PRP,he,1105,1114
392,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1118,DET,his,PRP$,his,1114,1122
393,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1126,DET,his,PRP$,his,1122,1179
394,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1133,PRON,he,PRP,he,1122,1179
395,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1153,PRON,he,PRP,he,1122,1179
396,person,17.0,PROPN,blacksmith,NNP,"""Blacksmith",1160,DET,his,PRP$,his,1122,1179
